economy,period
South Africa,2011Q03
Spain,2011Q03
Sri Lanka,2011Q03
Sudan,2011Q03
Sudan (...2011),2011Q03
Suriname,2011Q03
Sweden,2011Q03
Syrian Arab Republic,2011Q03
Thailand,2011Q03
Timor-Leste,2011Q03
Togo,2011Q03
Tonga,2011Q03
Trinidad and Tobago,2011Q03
Tunisia,2011Q03
Turkiye,2011Q03
Tuvalu,2011Q03
Ukraine,2011Q03
United Arab Emirates,2011Q03
United Kingdom,2011Q03
United Republic of Tanzania,2011Q03
United States,2011Q03
United States Virgin Islands,2011Q03
Uruguay,2011Q03
Vanuatu,2011Q03
Venezuela (Bolivarian Rep. of),2011Q03
Viet Nam,2011Q03
Wallis and Futuna Islands,2011Q03
Yemen,2011Q03
Albania,2011Q04
Algeria,2011Q04
American Samoa,2011Q04
Angola,2011Q04
Anguilla,2011Q04
Antigua and Barbuda,2011Q04
Argentina,2011Q04
Aruba,2011Q04
Australia,2011Q04
Bahamas,2011Q04
Bahrain,2011Q04
Bangladesh,2011Q04
Barbados,2011Q04
Belgium,2011Q04
Belize,2011Q04
Benin,2011Q04
Bermuda,2011Q04
Brazil,2011Q04
British Virgin Islands,2011Q04
Brunei Darussalam,2011Q04
Bulgaria,2011Q04
Cabo Verde,2011Q04
Cambodia,2011Q04
Cameroon,2011Q04
Canada,2011Q04
Cayman Islands,2011Q04
Chile,2011Q04
China,2011Q04
"China, Hong Kong SAR",2011Q04
"China, Taiwan Province of",2011Q04
Colombia,2011Q04
Comoros,2011Q04
Congo,2011Q04
Cook Islands,2011Q04
Costa Rica,2011Q04
Cote d'Ivoire,2011Q04
Croatia,2011Q04
Cuba,2011Q04
Curacao,2011Q04
Cyprus,2011Q04
Dem. People's Rep. of Korea,2011Q04
Dem. Rep. of the Congo,2011Q04
Denmark,2011Q04
Djibouti,2011Q04
Dominica,2011Q04
Dominican Republic,2011Q04
Ecuador,2011Q04
Egypt,2011Q04
El Salvador,2011Q04
Equatorial Guinea,2011Q04
Estonia,2011Q04
Faroe Islands,2011Q04
Fiji,2011Q04
Finland,2011Q04
France,2011Q04
French Guiana,2011Q04
French Polynesia,2011Q04
Gabon,2011Q04
Gambia,2011Q04
Georgia,2011Q04
Germany,2011Q04
Ghana,2011Q04
Gibraltar,2011Q04
Greece,2011Q04
Grenada,2011Q04
Guadeloupe,2011Q04
Guam,2011Q04
Guatemala,2011Q04
Guernsey,2011Q04
Guinea,2011Q04
Guinea-Bissau,2011Q04
Guyana,2011Q04
Haiti,2011Q04
Honduras,2011Q04
Iceland,2011Q04
India,2011Q04
Indonesia,2011Q04
Iran (Islamic Republic of),2011Q04
Iraq,2011Q04
Ireland,2011Q04
Israel,2011Q04
Italy,2011Q04
Jamaica,2011Q04
Japan,2011Q04
Jersey,2011Q04
Jordan,2011Q04
Kenya,2011Q04
Kiribati,2011Q04
Kuwait,2011Q04
Latvia,2011Q04
Lebanon,2011Q04
Liberia,2011Q04
Libya,2011Q04
Lithuania,2011Q04
Madagascar,2011Q04
Malaysia,2011Q04
Maldives,2011Q04
Malta,2011Q04
Marshall Islands,2011Q04
Martinique,2011Q04
Mauritania,2011Q04
Mauritius,2011Q04
Mayotte,2011Q04
Mexico,2011Q04
Micronesia (Federated States of),2011Q04
Montenegro,2011Q04
Morocco,2011Q04
Mozambique,2011Q04
Myanmar,2011Q04
Namibia,2011Q04
Nauru,2011Q04
Netherlands (Kingdom of the),2011Q04
Netherlands Antilles,2011Q04
New Caledonia,2011Q04
New Zealand,2011Q04
Nicaragua,2011Q04
Nigeria,2011Q04
Niue,2011Q04
Norfolk Island,2011Q04
Northern Mariana Islands,2011Q04
Norway,2011Q04
Oman,2011Q04
Pakistan,2011Q04
Palau,2011Q04
Panama,2011Q04
Papua New Guinea,2011Q04
Paraguay,2011Q04
Peru,2011Q04
Philippines,2011Q04
Poland,2011Q04
Portugal,2011Q04
Puerto Rico,2011Q04
Qatar,2011Q04
Republic of Korea,2011Q04
Reunion,2011Q04
Romania,2011Q04
Russian Federation,2011Q04
Saint Kitts and Nevis,2011Q04
Saint Lucia,2011Q04
Saint Vincent and the Grenadines,2011Q04
Samoa,2011Q04
Sao Tome and Principe,2011Q04
Saudi Arabia,2011Q04
Senegal,2011Q04
Serbia and Montenegro,2011Q04
Seychelles,2011Q04
Sierra Leone,2011Q04
Singapore,2011Q04
Sint Maarten (Dutch part),2011Q04
Slovenia,2011Q04
Solomon Islands,2011Q04
Somalia,2011Q04
South Africa,2011Q04
Spain,2011Q04
Sri Lanka,2011Q04
Sudan,2011Q04
Sudan (...2011),2011Q04
Suriname,2011Q04
Sweden,2011Q04
Syrian Arab Republic,2011Q04
Thailand,2011Q04
Timor-Leste,2011Q04
Togo,2011Q04
Tonga,2011Q04
Trinidad and Tobago,2011Q04
Tunisia,2011Q04
Turkiye,2011Q04
Ukraine,2011Q04
United Arab Emirates,2011Q04
United Kingdom,2011Q04
United Republic of Tanzania,2011Q04
United States,2011Q04
United States Virgin Islands,2011Q04
Uruguay,2011Q04
Vanuatu,2011Q04
Venezuela (Bolivarian Rep. of),2011Q04
Viet Nam,2011Q04
Yemen,2011Q04
Albania,2012Q01
Algeria,2012Q01
American Samoa,2012Q01
Angola,2012Q01
Anguilla,2012Q01
Antigua and Barbuda,2012Q01
Argentina,2012Q01
Aruba,2012Q01
Australia,2012Q01
Bahamas,2012Q01
Bahrain,2012Q01
Bangladesh,2012Q01
Barbados,2012Q01
Belgium,2012Q01
Belize,2012Q01
Benin,2012Q01
Bermuda,2012Q01
Brazil,2012Q01
British Virgin Islands,2012Q01
Brunei Darussalam,2012Q01
Bulgaria,2012Q01
Cabo Verde,2012Q01
Cambodia,2012Q01
Cameroon,2012Q01
Canada,2012Q01
Cayman Islands,2012Q01
Chile,2012Q01
China,2012Q01
"China, Hong Kong SAR",2012Q01
"China, Taiwan Province of",2012Q01
Colombia,2012Q01
Comoros,2012Q01
Congo,2012Q01
Cook Islands,2012Q01
Costa Rica,2012Q01
Cote d'Ivoire,2012Q01
Croatia,2012Q01
Cuba,2012Q01
Curacao,2012Q01
Cyprus,2012Q01
Dem. People's Rep. of Korea,2012Q01
Dem. Rep. of the Congo,2012Q01
Denmark,2012Q01
Djibouti,2012Q01
Dominica,2012Q01
Dominican Republic,2012Q01
Ecuador,2012Q01
Egypt,2012Q01
El Salvador,2012Q01
Equatorial Guinea,2012Q01
Eritrea,2012Q01
Estonia,2012Q01
Faroe Islands,2012Q01
Fiji,2012Q01
Finland,2012Q01
France,2012Q01
French Guiana,2012Q01
French Polynesia,2012Q01
Gabon,2012Q01
Gambia,2012Q01
Georgia,2012Q01
Germany,2012Q01
Ghana,2012Q01
Gibraltar,2012Q01
Greece,2012Q01
Grenada,2012Q01
Guadeloupe,2012Q01
Guam,2012Q01
Guatemala,2012Q01
Guernsey,2012Q01
Guinea,2012Q01
Guinea-Bissau,2012Q01
Guyana,2012Q01
Haiti,2012Q01
Honduras,2012Q01
Iceland,2012Q01
India,2012Q01
Indonesia,2012Q01
Iran (Islamic Republic of),2012Q01
Iraq,2012Q01
Ireland,2012Q01
Israel,2012Q01
Italy,2012Q01
Jamaica,2012Q01
Japan,2012Q01
Jersey,2012Q01
Jordan,2012Q01
Kenya,2012Q01
Kiribati,2012Q01
Kuwait,2012Q01
Latvia,2012Q01
Lebanon,2012Q01
Liberia,2012Q01
Libya,2012Q01
Lithuania,2012Q01
Madagascar,2012Q01
Malaysia,2012Q01
Maldives,2012Q01
Malta,2012Q01
Marshall Islands,2012Q01
Martinique,2012Q01
Mauritania,2012Q01
Mauritius,2012Q01
Mayotte,2012Q01
Mexico,2012Q01
Micronesia (Federated States of),2012Q01
Montenegro,2012Q01
Morocco,2012Q01
Mozambique,2012Q01
Myanmar,2012Q01
Namibia,2012Q01
Nauru,2012Q01
Netherlands (Kingdom of the),2012Q01
Netherlands Antilles,2012Q01
New Caledonia,2012Q01
New Zealand,2012Q01
Nicaragua,2012Q01
Nigeria,2012Q01
Niue,2012Q01
Norfolk Island,2012Q01
Northern Mariana Islands,2012Q01
Norway,2012Q01
Oman,2012Q01
Pakistan,2012Q01
Palau,2012Q01
Panama,2012Q01
Papua New Guinea,2012Q01
Paraguay,2012Q01
Peru,2012Q01
Philippines,2012Q01
Poland,2012Q01
Portugal,2012Q01
Puerto Rico,2012Q01
Qatar,2012Q01
Republic of Korea,2012Q01
Republic of Moldova,2012Q01
Reunion,2012Q01
Romania,2012Q01
Russian Federation,2012Q01
Saint Kitts and Nevis,2012Q01
Saint Lucia,2012Q01
Saint Vincent and the Grenadines,2012Q01
Samoa,2012Q01
Sao Tome and Principe,2012Q01
Saudi Arabia,2012Q01
Senegal,2012Q01
Serbia and Montenegro,2012Q01
Seychelles,2012Q01
Sierra Leone,2012Q01
Singapore,2012Q01
Sint Maarten (Dutch part),2012Q01
Slovenia,2012Q01
Solomon Islands,2012Q01
South Africa,2012Q01
Spain,2012Q01
Sri Lanka,2012Q01
Sudan,2012Q01
Sudan (...2011),2012Q01
Suriname,2012Q01
Sweden,2012Q01
Syrian Arab Republic,2012Q01
Thailand,2012Q01
Timor-Leste,2012Q01
Togo,2012Q01
Tonga,2012Q01
Trinidad and Tobago,2012Q01
Tunisia,2012Q01
Turkiye,2012Q01
Ukraine,2012Q01
United Arab Emirates,2012Q01
United Kingdom,2012Q01
United Republic of Tanzania,2012Q01
United States,2012Q01
United States Virgin Islands,2012Q01
Uruguay,2012Q01
Vanuatu,2012Q01
Venezuela (Bolivarian Rep. of),2012Q01
Viet Nam,2012Q01
Yemen,2012Q01
Albania,2012Q02
Algeria,2012Q02
American Samoa,2012Q02
Angola,2012Q02
Anguilla,2012Q02
Antigua and Barbuda,2012Q02
Argentina,2012Q02
Aruba,2012Q02
Australia,2012Q02
Bahamas,2012Q02
Bahrain,2012Q02
Bangladesh,2012Q02
Barbados,2012Q02
Belgium,2012Q02
Belize,2012Q02
Benin,2012Q02
Bermuda,2012Q02
"Bonaire, Sint Eustatius and Saba",2012Q02
Brazil,2012Q02
British Virgin Islands,2012Q02
Brunei Darussalam,2012Q02
Bulgaria,2012Q02
Cabo Verde,2012Q02
Cambodia,2012Q02
Cameroon,2012Q02
Canada,2012Q02
Cayman Islands,2012Q02
Chile,2012Q02
China,2012Q02
"China, Hong Kong SAR",2012Q02
"China, Taiwan Province of",2012Q02
Colombia,2012Q02
Comoros,2012Q02
Congo,2012Q02
Cook Islands,2012Q02
Costa Rica,2012Q02
Cote d'Ivoire,2012Q02
Croatia,2012Q02
Cuba,2012Q02
Curacao,2012Q02
Cyprus,2012Q02
Dem. People's Rep. of Korea,2012Q02
Dem. Rep. of the Congo,2012Q02
Denmark,2012Q02
Djibouti,2012Q02
Dominica,2012Q02
Dominican Republic,2012Q02
Ecuador,2012Q02
Egypt,2012Q02
El Salvador,2012Q02
Equatorial Guinea,2012Q02
Eritrea,2012Q02
Estonia,2012Q02
Faroe Islands,2012Q02
Fiji,2012Q02
Finland,2012Q02
France,2012Q02
French Guiana,2012Q02
French Polynesia,2012Q02
Gabon,2012Q02
Gambia,2012Q02
Georgia,2012Q02
Germany,2012Q02
Ghana,2012Q02
Gibraltar,2012Q02
Greece,2012Q02
Grenada,2012Q02
Guadeloupe,2012Q02
Guam,2012Q02
Guatemala,2012Q02
Guernsey,2012Q02
Guinea,2012Q02
Guinea-Bissau,2012Q02
Guyana,2012Q02
Haiti,2012Q02
Honduras,2012Q02
Iceland,2012Q02
India,2012Q02
Indonesia,2012Q02
Iran (Islamic Republic of),2012Q02
Iraq,2012Q02
Ireland,2012Q02
Israel,2012Q02
Italy,2012Q02
Jamaica,2012Q02
Japan,2012Q02
Jersey,2012Q02
Jordan,2012Q02
Kenya,2012Q02
Kiribati,2012Q02
Kuwait,2012Q02
Latvia,2012Q02
Lebanon,2012Q02
Liberia,2012Q02
Libya,2012Q02
Lithuania,2012Q02
Madagascar,2012Q02
Malaysia,2012Q02
Maldives,2012Q02
Malta,2012Q02
Marshall Islands,2012Q02
Martinique,2012Q02
Mauritania,2012Q02
Mauritius,2012Q02
Mayotte,2012Q02
Mexico,2012Q02
Micronesia (Federated States of),2012Q02
Montenegro,2012Q02
Morocco,2012Q02
Mozambique,2012Q02
Myanmar,2012Q02
Namibia,2012Q02
Nauru,2012Q02
Netherlands (Kingdom of the),2012Q02
Netherlands Antilles,2012Q02
New Caledonia,2012Q02
New Zealand,2012Q02
Nicaragua,2012Q02
Nigeria,2012Q02
Niue,2012Q02
Norfolk Island,2012Q02
Northern Mariana Islands,2012Q02
Norway,2012Q02
Oman,2012Q02
Pakistan,2012Q02
Palau,2012Q02
Panama,2012Q02
Papua New Guinea,2012Q02
Paraguay,2012Q02
Peru,2012Q02
Philippines,2012Q02
Poland,2012Q02
Portugal,2012Q02
Puerto Rico,2012Q02
Qatar,2012Q02
Republic of Korea,2012Q02
Republic of Moldova,2012Q02
Reunion,2012Q02
Romania,2012Q02
Russian Federation,2012Q02
Saint Kitts and Nevis,2012Q02
Saint Lucia,2012Q02
Saint Vincent and the Grenadines,2012Q02
Samoa,2012Q02
Sao Tome and Principe,2012Q02
Saudi Arabia,2012Q02
Senegal,2012Q02
Serbia and Montenegro,2012Q02
Seychelles,2012Q02
Sierra Leone,2012Q02
Singapore,2012Q02
Sint Maarten (Dutch part),2012Q02
Slovenia,2012Q02
Solomon Islands,2012Q02
South Africa,2012Q02
Spain,2012Q02
Sri Lanka,2012Q02
Sudan,2012Q02
Sudan (...2011),2012Q02
Suriname,2012Q02
Sweden,2012Q02
Syrian Arab Republic,2012Q02
Thailand,2012Q02
Timor-Leste,2012Q02
Togo,2012Q02
Tonga,2012Q02
Trinidad and Tobago,2012Q02
Tunisia,2012Q02
Turkiye,2012Q02
Ukraine,2012Q02
United Arab Emirates,2012Q02
United Kingdom,2012Q02
United Republic of Tanzania,2012Q02
United States,2012Q02
United States Virgin Islands,2012Q02
Uruguay,2012Q02
Vanuatu,2012Q02
Venezuela (Bolivarian Rep. of),2012Q02
Viet Nam,2012Q02
Wallis and Futuna Islands,2012Q02
Yemen,2012Q02
Albania,2012Q03
Algeria,2012Q03
American Samoa,2012Q03
Angola,2012Q03
Anguilla,2012Q03
Antigua and Barbuda,2012Q03
Argentina,2012Q03
Aruba,2012Q03
Australia,2012Q03
Bahamas,2012Q03
Bahrain,2012Q03
Bangladesh,2012Q03
Barbados,2012Q03
Belgium,2012Q03
Belize,2012Q03
Benin,2012Q03
Bermuda,2012Q03
"Bonaire, Sint Eustatius and Saba",2012Q03
Brazil,2012Q03
British Virgin Islands,2012Q03
Brunei Darussalam,2012Q03
Bulgaria,2012Q03
Cabo Verde,2012Q03
Cambodia,2012Q03
Cameroon,2012Q03
Canada,2012Q03
Cayman Islands,2012Q03
Chile,2012Q03
China,2012Q03
"China, Hong Kong SAR",2012Q03
"China, Taiwan Province of",2012Q03
Colombia,2012Q03
Comoros,2012Q03
Congo,2012Q03
Cook Islands,2012Q03
Costa Rica,2012Q03
Cote d'Ivoire,2012Q03
Croatia,2012Q03
Cuba,2012Q03
Curacao,2012Q03
Cyprus,2012Q03
Dem. People's Rep. of Korea,2012Q03
Dem. Rep. of the Congo,2012Q03
Denmark,2012Q03
Djibouti,2012Q03
Dominica,2012Q03
Dominican Republic,2012Q03
Ecuador,2012Q03
Egypt,2012Q03
El Salvador,2012Q03
Equatorial Guinea,2012Q03
Eritrea,2012Q03
Estonia,2012Q03
Faroe Islands,2012Q03
Fiji,2012Q03
Finland,2012Q03
France,2012Q03
French Guiana,2012Q03
French Polynesia,2012Q03
Gabon,2012Q03
Gambia,2012Q03
Georgia,2012Q03
Germany,2012Q03
Ghana,2012Q03
Gibraltar,2012Q03
Greece,2012Q03
Grenada,2012Q03
Guadeloupe,2012Q03
Guam,2012Q03
Guatemala,2012Q03
Guernsey,2012Q03
Guinea,2012Q03
Guinea-Bissau,2012Q03
Guyana,2012Q03
Haiti,2012Q03
Honduras,2012Q03
Iceland,2012Q03
India,2012Q03
Indonesia,2012Q03
Iran (Islamic Republic of),2012Q03
Iraq,2012Q03
Ireland,2012Q03
Israel,2012Q03
Italy,2012Q03
Jamaica,2012Q03
Japan,2012Q03
Jersey,2012Q03
Jordan,2012Q03
Kenya,2012Q03
Kiribati,2012Q03
Kuwait,2012Q03
Latvia,2012Q03
Lebanon,2012Q03
Liberia,2012Q03
Libya,2012Q03
Lithuania,2012Q03
Madagascar,2012Q03
Malaysia,2012Q03
Maldives,2012Q03
Malta,2012Q03
Marshall Islands,2012Q03
Martinique,2012Q03
Mauritania,2012Q03
Mauritius,2012Q03
Mayotte,2012Q03
Mexico,2012Q03
Micronesia (Federated States of),2012Q03
Montenegro,2012Q03
Morocco,2012Q03
Mozambique,2012Q03
Myanmar,2012Q03
Namibia,2012Q03
Netherlands (Kingdom of the),2012Q03
Netherlands Antilles,2012Q03
New Caledonia,2012Q03
New Zealand,2012Q03
Nicaragua,2012Q03
Nigeria,2012Q03
Niue,2012Q03
Norfolk Island,2012Q03
Northern Mariana Islands,2012Q03
Norway,2012Q03
Oman,2012Q03
Pakistan,2012Q03
Palau,2012Q03
Panama,2012Q03
Papua New Guinea,2012Q03
Paraguay,2012Q03
Peru,2012Q03
Philippines,2012Q03
Poland,2012Q03
Portugal,2012Q03
Puerto Rico,2012Q03
Qatar,2012Q03
Republic of Korea,2012Q03
Republic of Moldova,2012Q03
Reunion,2012Q03
Romania,2012Q03
Russian Federation,2012Q03
Saint Kitts and Nevis,2012Q03
Saint Lucia,2012Q03
Saint Vincent and the Grenadines,2012Q03
Samoa,2012Q03
Sao Tome and Principe,2012Q03
Saudi Arabia,2012Q03
Senegal,2012Q03
Serbia and Montenegro,2012Q03
Seychelles,2012Q03
Sierra Leone,2012Q03
Singapore,2012Q03
Sint Maarten (Dutch part),2012Q03
Slovenia,2012Q03
Solomon Islands,2012Q03
Somalia,2012Q03
South Africa,2012Q03
Spain,2012Q03
Sri Lanka,2012Q03
Sudan,2012Q03
Sudan (...2011),2012Q03
Suriname,2012Q03
Sweden,2012Q03
Syrian Arab Republic,2012Q03
Thailand,2012Q03
Timor-Leste,2012Q03
Togo,2012Q03
Tonga,2012Q03
Trinidad and Tobago,2012Q03
Tunisia,2012Q03
Turkiye,2012Q03
Ukraine,2012Q03
United Arab Emirates,2012Q03
United Kingdom,2012Q03
United Republic of Tanzania,2012Q03
United States,2012Q03
United States Virgin Islands,2012Q03
Uruguay,2012Q03
Vanuatu,2012Q03
Venezuela (Bolivarian Rep. of),2012Q03
Viet Nam,2012Q03
Wallis and Futuna Islands,2012Q03
Yemen,2012Q03
Albania,2012Q04
Algeria,2012Q04
American Samoa,2012Q04
Angola,2012Q04
Anguilla,2012Q04
Antigua and Barbuda,2012Q04
Argentina,2012Q04
Aruba,2012Q04
Australia,2012Q04
Bahamas,2012Q04
Bahrain,2012Q04
Bangladesh,2012Q04
Barbados,2012Q04
Belgium,2012Q04
Belize,2012Q04
Benin,2012Q04
Bermuda,2012Q04
"Bonaire, Sint Eustatius and Saba",2012Q04
Brazil,2012Q04
British Virgin Islands,2012Q04
Brunei Darussalam,2012Q04
Bulgaria,2012Q04
Cabo Verde,2012Q04
Cambodia,2012Q04
Cameroon,2012Q04
Canada,2012Q04
Cayman Islands,2012Q04
Chile,2012Q04
China,2012Q04
"China, Hong Kong SAR",2012Q04
"China, Taiwan Province of",2012Q04
Colombia,2012Q04
Comoros,2012Q04
Congo,2012Q04
Cook Islands,2012Q04
Costa Rica,2012Q04
Cote d'Ivoire,2012Q04
Croatia,2012Q04
Cuba,2012Q04
Curacao,2012Q04
Cyprus,2012Q04
Dem. People's Rep. of Korea,2012Q04
Dem. Rep. of the Congo,2012Q04
Denmark,2012Q04
Djibouti,2012Q04
Dominica,2012Q04
Dominican Republic,2012Q04
Ecuador,2012Q04
Egypt,2012Q04
El Salvador,2012Q04
Equatorial Guinea,2012Q04
Eritrea,2012Q04
Estonia,2012Q04
Faroe Islands,2012Q04
Fiji,2012Q04
Finland,2012Q04
France,2012Q04
French Guiana,2012Q04
French Polynesia,2012Q04
Gabon,2012Q04
Gambia,2012Q04
Georgia,2012Q04
Germany,2012Q04
Ghana,2012Q04
Gibraltar,2012Q04
Greece,2012Q04
Greenland,2012Q04
Grenada,2012Q04
Guadeloupe,2012Q04
Guam,2012Q04
Guatemala,2012Q04
Guernsey,2012Q04
Guinea,2012Q04
Guinea-Bissau,2012Q04
Guyana,2012Q04
Haiti,2012Q04
Honduras,2012Q04
Iceland,2012Q04
India,2012Q04
Indonesia,2012Q04
Iran (Islamic Republic of),2012Q04
Iraq,2012Q04
Ireland,2012Q04
Israel,2012Q04
Italy,2012Q04
Jamaica,2012Q04
Japan,2012Q04
Jersey,2012Q04
Jordan,2012Q04
Kenya,2012Q04
Kiribati,2012Q04
Kuwait,2012Q04
Latvia,2012Q04
Lebanon,2012Q04
Liberia,2012Q04
Libya,2012Q04
Lithuania,2012Q04
Madagascar,2012Q04
Malaysia,2012Q04
Maldives,2012Q04
Malta,2012Q04
Marshall Islands,2012Q04
Martinique,2012Q04
Mauritania,2012Q04
Mauritius,2012Q04
Mayotte,2012Q04
Mexico,2012Q04
Micronesia (Federated States of),2012Q04
Montenegro,2012Q04
Morocco,2012Q04
Mozambique,2012Q04
Myanmar,2012Q04
Namibia,2012Q04
Netherlands (Kingdom of the),2012Q04
Netherlands Antilles,2012Q04
New Caledonia,2012Q04
New Zealand,2012Q04
Nicaragua,2012Q04
Nigeria,2012Q04
Niue,2012Q04
Norfolk Island,2012Q04
Northern Mariana Islands,2012Q04
Norway,2012Q04
Oman,2012Q04
Pakistan,2012Q04
Palau,2012Q04
Panama,2012Q04
Papua New Guinea,2012Q04
Paraguay,2012Q04
Peru,2012Q04
Philippines,2012Q04
Poland,2012Q04
Portugal,2012Q04
Puerto Rico,2012Q04
Qatar,2012Q04
Republic of Korea,2012Q04
Republic of Moldova,2012Q04
Reunion,2012Q04
Romania,2012Q04
Russian Federation,2012Q04
Saint Kitts and Nevis,2012Q04
Saint Lucia,2012Q04
Saint Vincent and the Grenadines,2012Q04
Samoa,2012Q04
Sao Tome and Principe,2012Q04
Saudi Arabia,2012Q04
Senegal,2012Q04
Serbia and Montenegro,2012Q04
Seychelles,2012Q04
Sierra Leone,2012Q04
Singapore,2012Q04
Sint Maarten (Dutch part),2012Q04
Slovenia,2012Q04
Solomon Islands,2012Q04
Somalia,2012Q04
South Africa,2012Q04
Spain,2012Q04
Sri Lanka,2012Q04
Sudan,2012Q04
Sudan (...2011),2012Q04
Suriname,2012Q04
Sweden,2012Q04
Syrian Arab Republic,2012Q04
Thailand,2012Q04
Timor-Leste,2012Q04
Togo,2012Q04
Tonga,2012Q04
Trinidad and Tobago,2012Q04
Tunisia,2012Q04
Turkiye,2012Q04
Tuvalu,2012Q04
Ukraine,2012Q04
United Arab Emirates,2012Q04
United Kingdom,2012Q04
United Republic of Tanzania,2012Q04
United States,2012Q04
United States Virgin Islands,2012Q04
Uruguay,2012Q04
Vanuatu,2012Q04
Venezuela (Bolivarian Rep. of),2012Q04
Viet Nam,2012Q04
Wallis and Futuna Islands,2012Q04
Yemen,2012Q04
Albania,2013Q01
Algeria,2013Q01
American Samoa,2013Q01
Angola,2013Q01
Anguilla,2013Q01
Antigua and Barbuda,2013Q01
Argentina,2013Q01
Aruba,2013Q01
Australia,2013Q01
Bahamas,2013Q01
Bahrain,2013Q01
Bangladesh,2013Q01
Barbados,2013Q01
Belgium,2013Q01
Belize,2013Q01
Benin,2013Q01
Bermuda,2013Q01
"Bonaire, Sint Eustatius and Saba",2013Q01
Brazil,2013Q01
British Virgin Islands,2013Q01
Brunei Darussalam,2013Q01
Bulgaria,2013Q01
Cabo Verde,2013Q01
Cambodia,2013Q01
Cameroon,2013Q01
Canada,2013Q01
Cayman Islands,2013Q01
Chile,2013Q01
China,2013Q01
"China, Hong Kong SAR",2013Q01
"China, Taiwan Province of",2013Q01
Colombia,2013Q01
Comoros,2013Q01
Congo,2013Q01
Cook Islands,2013Q01
Costa Rica,2013Q01
Cote d'Ivoire,2013Q01
Croatia,2013Q01
Cuba,2013Q01
Curacao,2013Q01
Cyprus,2013Q01
Dem. Rep. of the Congo,2013Q01
Denmark,2013Q01
Djibouti,2013Q01
Dominica,2013Q01
Dominican Republic,2013Q01
Ecuador,2013Q01
Egypt,2013Q01
El Salvador,2013Q01
Equatorial Guinea,2013Q01
Estonia,2013Q01
Faroe Islands,2013Q01
Fiji,2013Q01
Finland,2013Q01
France,2013Q01
French Guiana,2013Q01
French Polynesia,2013Q01
Gabon,2013Q01
Gambia,2013Q01
Georgia,2013Q01
Germany,2013Q01
Ghana,2013Q01
Gibraltar,2013Q01
Greece,2013Q01
Greenland,2013Q01
Grenada,2013Q01
Guadeloupe,2013Q01
Guam,2013Q01
Guatemala,2013Q01
Guernsey,2013Q01
Guinea,2013Q01
Guinea-Bissau,2013Q01
Guyana,2013Q01
Haiti,2013Q01
Honduras,2013Q01
Iceland,2013Q01
India,2013Q01
Indonesia,2013Q01
Iran (Islamic Republic of),2013Q01
Iraq,2013Q01
Ireland,2013Q01
Israel,2013Q01
Italy,2013Q01
Jamaica,2013Q01
Japan,2013Q01
Jersey,2013Q01
Jordan,2013Q01
Kenya,2013Q01
Kiribati,2013Q01
Kuwait,2013Q01
Latvia,2013Q01
Lebanon,2013Q01
Liberia,2013Q01
Libya,2013Q01
Lithuania,2013Q01
Madagascar,2013Q01
Malaysia,2013Q01
Maldives,2013Q01
Malta,2013Q01
Marshall Islands,2013Q01
Martinique,2013Q01
Mauritania,2013Q01
Mauritius,2013Q01
Mayotte,2013Q01
Mexico,2013Q01
Micronesia (Federated States of),2013Q01
Montenegro,2013Q01
Morocco,2013Q01
Mozambique,2013Q01
Myanmar,2013Q01
Namibia,2013Q01
Netherlands (Kingdom of the),2013Q01
Netherlands Antilles,2013Q01
New Caledonia,2013Q01
New Zealand,2013Q01
Nicaragua,2013Q01
Nigeria,2013Q01
Niue,2013Q01
Norfolk Island,2013Q01
Northern Mariana Islands,2013Q01
Norway,2013Q01
Oman,2013Q01
Pakistan,2013Q01
Palau,2013Q01
Panama,2013Q01
Papua New Guinea,2013Q01
Paraguay,2013Q01
Peru,2013Q01
Philippines,2013Q01
Poland,2013Q01
Portugal,2013Q01
Puerto Rico,2013Q01
Qatar,2013Q01
Republic of Korea,2013Q01
Republic of Moldova,2013Q01
Reunion,2013Q01
Romania,2013Q01
Russian Federation,2013Q01
Saint Kitts and Nevis,2013Q01
Saint Lucia,2013Q01
Saint Vincent and the Grenadines,2013Q01
Samoa,2013Q01
Sao Tome and Principe,2013Q01
Saudi Arabia,2013Q01
Senegal,2013Q01
Serbia and Montenegro,2013Q01
Seychelles,2013Q01
Sierra Leone,2013Q01
Singapore,2013Q01
Sint Maarten (Dutch part),2013Q01
Slovenia,2013Q01
Solomon Islands,2013Q01
Somalia,2013Q01
South Africa,2013Q01
Spain,2013Q01
Sri Lanka,2013Q01
Sudan,2013Q01
Sudan (...2011),2013Q01
Suriname,2013Q01
Sweden,2013Q01
Syrian Arab Republic,2013Q01
Thailand,2013Q01
Timor-Leste,2013Q01
Togo,2013Q01
Tonga,2013Q01
Trinidad and Tobago,2013Q01
Tunisia,2013Q01
Turkiye,2013Q01
Tuvalu,2013Q01
Ukraine,2013Q01
United Arab Emirates,2013Q01
United Kingdom,2013Q01
United Republic of Tanzania,2013Q01
United States,2013Q01
United States Virgin Islands,2013Q01
Uruguay,2013Q01
Vanuatu,2013Q01
Venezuela (Bolivarian Rep. of),2013Q01
Viet Nam,2013Q01
Wallis and Futuna Islands,2013Q01
Yemen,2013Q01
Albania,2013Q02
Algeria,2013Q02
American Samoa,2013Q02
Angola,2013Q02
Anguilla,2013Q02
